station_id,station_name,lat,lng
31222,New York Ave & 15th St NW,38.89903234,-77.03335404
31223,Convention Center / 7th & M St NW,38.905737,-77.02227
31224,18th & L St NW,38.9034415,-77.042236
31225,C & O Canal & Wisconsin Ave NW,38.90375,-77.06269
31226,34th St & Wisconsin Ave NW,38.916442,-77.0682
31227,13th St & New York Ave NW,38.900283,-77.029822
31228,8th & H St NW,38.8997,-77.023086
31229,New Hampshire Ave & T St NW,38.915544,-77.038252
31230,Metro Center / 12th & G St NW,38.898364,-77.027869
31231,14th & D St NW / Ronald Reagan Building,38.894514,-77.031617
31232,7th & F St NW / National Portrait Gallery,38.89728305,-77.02219069
31233,17th & K St NW / Farragut Square,38.902061,-77.038322
31234,20th & O St NW / Dupont South,38.908905,-77.04478
31235,19th St & Constitution Ave NW,38.8923,-77.0436
31236,37th & O St NW / Georgetown University,38.90774,-77.071652
31237,25th St & Pennsylvania Ave NW,38.90383167,-77.05337933
31238,14th & G St NW,38.898409,-77.032278
31239,Rhode Island & Connecticut Ave NW,38.905995,-77.039802
31240,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,38.88412,-77.04657
31241,Thomas Circle,38.9059,-77.0325
31242,18th St & Pennsylvania Ave NW,38.89968,-77.041539
31243,4th & C St SW,38.88637194,-77.01770067
31244,4th & E St SW,38.88412,-77.017445
31245,7th & R St NW / Shaw Library,38.912719,-77.022155
31246,M St & Pennsylvania Ave NW,38.905126,-77.056887
31247,Jefferson Dr & 14th St SW,38.888552,-77.032427
31248,Smithsonian-National Mall / Jefferson Dr & 12th St SW,38.888774,-77.028694
31249,Jefferson Memorial,38.879819,-77.037413
31250,20th & L St NW,38.903584,-77.044789
31251,12th & L St NW,38.903819,-77.0284
31252,21st St & Pennsylvania Ave NW,38.901539,-77.046564
31253,19th & K St NW,38.902204,-77.04337
31254,15th & K St NW,38.902,-77.03353
31255,24th & N St NW,38.9066,-77.05152
31256,10th & E St NW,38.895914,-77.026064
31257,22nd & I St NW / Foggy Bottom,38.90088,-77.048911
31258,Lincoln Memorial,38.888255,-77.049436
31259,20th St & Virginia Ave NW,38.894722,-77.045128
31260,23rd & E St NW ,38.896104,-77.049882
31261,21st St & Constitution Ave NW,38.892459,-77.046567
31262,11th & F St NW,38.89778833,-77.02725367
31263,10th & K St NW,38.9024,-77.02622
31264,6th St & Indiana Ave NW,38.894573,-77.01994
31265,5th St & Massachusetts Ave NW,38.90093,-77.018677
31266,11th & M St NW,38.905578,-77.027313
31267,17th St & Massachusetts Ave NW,38.908142,-77.038359
31268,12th & U St NW,38.91662017,-77.028169
31269,3rd St & Pennsylvania Ave SE,38.887378,-77.001955
31270,8th & D St NW,38.894851,-77.02324
31271,Constitution Ave & 2nd St NW/DOL,38.892275,-77.013917
31272,Washington & Independence Ave SW/HHS,38.88700333,-77.01370483
31273,Hains Point/Buckeye & Ohio Dr SW,38.878433,-77.03023
31274,10th & G St NW,38.89824329,-77.02623546
31275,New Hampshire Ave & 24th St NW,38.901755,-77.051084
31276,15th & L St NW,38.90366,-77.034846
31277,17th & G St NW,38.898283,-77.039732
31278,18th & R St NW,38.912648,-77.041834
31279,19th & G St NW,38.898412,-77.043182
31280,11th & S St NW,38.913761,-77.027025
31281,8th & O St NW,38.90864,-77.02277
31282,16th & R St NW,38.912713,-77.036255
31283,14th & L St NW,38.903658,-77.031737
31284,18th & C St NW,38.893511,-77.041544
31285,22nd & P ST NW,38.909394,-77.048728
31286,11th & O St NW,38.90843,-77.02714
31287,10th St & L'Enfant Plaza SW,38.88432272,-77.02601016
31288,4th St & Madison Dr NW,38.890495,-77.017246
31289,Henry Bacon Dr & Lincoln Memorial Circle NW,38.890539,-77.049383
31290,17th St & Independence Ave SW,38.888097,-77.038325
31291,Vermont Ave & I St NW,38.901136,-77.034451
31292,22nd St & Constitution Ave NW,38.892441,-77.048947
31293,31st & Water St NW,38.902814,-77.061043
31294,7th & E St SW,38.88345,-77.021741
31295,Potomac & M St NW,38.905368,-77.065149
31296,Columbia & Ontario Rd NW,38.9241005,-77.04068033
31297,Virginia Ave & 25th St NW,38.89952867,-77.054022
31298,15th & M St NW,38.905424,-77.034674
31299,Connecticut Ave & R St NW,38.912644,-77.04564
31300,Van Ness Metro / UDC,38.944551,-77.063896
31301,Ward Circle / American University,38.938736,-77.087171
31302,Wisconsin Ave & Newark St NW,38.934881,-77.072755
31303,Tenleytown / Wisconsin Ave & Albemarle St NW,38.947607,-77.079382
31304,36th & Calvert St NW / Glover Park,38.922581,-77.070334
31305,Connecticut Ave & Newark St NW / Cleveland Park,38.93438083,-77.058013
31306,39th & Calvert St NW / Stoddert,38.92263183,-77.0772315
31307,3000 Connecticut Ave NW / National Zoo,38.930282,-77.055599
31308,39th & Veazey St NW,38.943837,-77.077078
31309,Fessenden St & Wisconsin Ave NW,38.954812,-77.082426
31310,Connecticut & Nebraska Ave NW,38.955016,-77.069956
31312,Wisconsin Ave & O St NW,38.90849,-77.063586
31313,Connecticut Ave & Tilden St NW,38.94113916,-77.06197724
31314,34th & Water St NW,38.903732,-77.067529
31315,Connecticut Ave & McKinley St NW,38.964543,-77.075134
31316,Yuma St & Tenley Circle NW,38.946239,-77.08049017
31317,Wisconsin Ave & Ingomar St NW,38.958267,-77.084636
31318,Connecticut Ave & Yuma St NW,38.94707833,-77.06512917
31319,Wisconsin Ave & Brandywine St NW,38.949813,-77.080217
31320,American University East Campus,38.936298,-77.087128
31321,15th St & Constitution Ave NW,38.892244,-77.033234
31322,48th Pl & MacArthur Blvd NW,38.917304,-77.09629
31323,Woodley Park Metro / Calvert St & Connecticut Ave NW,38.923389,-77.051833
31324,18th & New Hampshire Ave NW,38.911268,-77.041829
31325,Reservoir Rd & 38th St NW,38.91268417,-77.07439933
31326,Hardy Rec Center,38.90970086,-77.08564639
31327,14th & Q St NW,38.910674,-77.03188
31328,21st St & G st NW,38.898308,-77.046402
31400,Georgia & New Hampshire Ave NW,38.93679567,-77.02413117
31401,14th St & Spring Rd NW,38.9375,-77.0328
31402,14th St Heights / 14th & Crittenden St NW,38.9476755,-77.03289517
31403,5th & Kennedy St NW,38.956556,-77.019814
31404,9th & Upshur St NW,38.9418,-77.0251
31405,Georgia Ave & Emerson St NW,38.949662,-77.027333
31406,14th & Upshur St NW,38.942475,-77.032678
31407,14th St & Colorado Ave NW,38.956432,-77.032947
31408,Takoma Metro,38.975219,-77.016855
31411,Georgia & Missouri Ave NW,38.961339,-77.027855
31412,3rd St & Riggs Rd NE,38.957463,-77.002239
31413,3rd & Underwood St NW,38.968834,-77.016258
31414,Georgia Ave & Piney Branch Rd NW,38.9675325,-77.02792967
31415,Georgia Ave & Kennedy St NW,38.95674,-77.02791
31416,14th & Luzon St NW,38.969489,-77.033509
31417,Kansas Ave & Sherman Cr NW,38.94807483,-77.0214195
31418,New Hampshire & Gallatin St NW,38.951596,-77.012808
31419,Georgia Ave & Morton St NW,38.932128,-77.0235
31420,17th & Upshur St NW,38.94216467,-77.0386955
31421,Grant Circle,38.942024,-77.018221
31422,Broadbranch & Northampton NW,38.965775,-77.068626
31423,Kansas Ave & Longfellow St NW,38.958098,-77.013821
31500,4th & W St NE,38.919077,-77.000648
31501,12th & Newton St NE,38.933668,-76.991016
31502,John McCormack Dr & Michigan Ave NE,38.9346,-76.9955
31503,Florida Ave & R St NW,38.9126,-77.0135
31504,10th & Monroe St NE,38.932514,-76.992889
31505,Eckington Pl & Q St NE,38.910972,-77.00495
31506,1st & Rhode Island Ave NW,38.915417,-77.012289
31507,1st & Washington Hospital Center NW,38.928743,-77.012457
31508,Gallaudet / 8th St & Florida Ave NE,38.90509,-76.9941
31509,New Jersey Ave & R St NW,38.912659,-77.017669
31510,18th St & Rhode Island Ave NE,38.927095,-76.978924
31511,12th & Irving St NE,38.928644,-76.990955
31512,Neal St & Trinidad Ave NE,38.90374433,-76.9871925
31513,Rhode Island Ave & V St NE,38.918155,-77.004746
31514,Hamlin & 7th St NE,38.927497,-76.997194
31515,Fort Totten Metro,38.952369,-77.002721
31516,Rhode Island Ave Metro,38.920682,-76.995876
31517,Union Market,38.90786617,-76.99709383
31518,New York Ave & Hecht Ave NE,38.915604,-76.983683
31519,1st & O St NW,38.908643,-77.012365
31520,24th & R St NE / National Arboretum,38.91263,-76.971923
31521,18th & Monroe St NE,38.93293,-76.979517
31522,2nd St & Seaton Pl NE,38.914751,-77.00356
31523,Lincoln Rd & Seaton Pl NE/Harry Thomas Rec Center,38.915,-77.0078
31524,Montello Ave & Holbrook Terr NE,38.907444,-76.986813
31525,Trinidad Rec Center,38.906299,-76.983221
31526,Rhode Island & Montana Ave NE,38.9243,-76.9859
31527,North Capitol & R St NE,38.912524,-77.008798
31528,John McCormack Rd NE,38.938889,-76.997226
31529,Edgewood Rec Center,38.92401267,-77.002157
31530,Capitol Ave & Kendall St NE,38.910993,-76.985854
31600,5th & K St NW,38.90304,-77.019027
31601,19th & East Capitol St SE,38.8896,-76.9769
31602,Park Rd & Holmead Pl NW,38.93072217,-77.03127517
31603,1st & M St NE,38.905697,-77.005483
31604,3rd & H St NW,38.899408,-77.015289
31605,3rd & D St SE,38.8851,-77.0023
31606,Potomac & Pennsylvania Ave SE,38.88034833,-76.986273
31607,13th & E St SE,38.88291548,-76.98790669
31608,8th & Eye St SE / Barracks Row,38.8792,-76.9953
31609,Maine Ave & 7th St SW,38.878694,-77.023054
31610,Eastern Market / 7th & North Carolina Ave SE,38.886952,-76.996806
31611,13th & H St NE,38.90042674,-76.98825002
31612,D St & Maryland Ave NE,38.89477617,-76.99746867
31613,Eastern Market Metro / Pennsylvania Ave & 8th St SE,38.88426,-76.994735
31614,11th & H St NE,38.899983,-76.991383
31615,6th & H St NE,38.899972,-76.998347
31616,3rd & H St NE,38.900412,-77.001949
31617,Bladensburg Rd & Benning Rd NE,38.900413,-76.982872
31618,4th & East Capitol St NE,38.889955,-77.000349
31619,Lincoln Park / 13th & East Capitol St NE ,38.890503,-76.988358
31620,5th & F St NW,38.897222,-77.019347
31621,4th & D St NW / Judiciary Square,38.895344,-77.016106
31622,13th & D St NE,38.894832,-76.987633
31623,Columbus Circle / Union Station,38.89696,-77.00493
31624,North Capitol St & F St NW,38.897446,-77.009888
31625,3rd & G St SE,38.881185,-77.001828
31626,15th St & Massachusetts Ave SE,38.88732,-76.983569
31627,3rd & M St NE,38.905469,-77.00213
31628,1st & K St SE,38.87885438,-77.00572729
31629,8th & East Capitol St NE,38.89000083,-76.99515983
31630,15th & East Capitol St NE,38.889908,-76.983326
31631,8th & F St NE,38.897274,-76.994749
31632,15th & F St NE,38.897195,-76.983575
31633,Independence Ave & L'Enfant Plaza SW/DOE,38.88736033,-77.02575033
31634,3rd & Tingey St SE,38.87501,-77.0024
31635,Potomac Ave & 8th St SE,38.876737,-76.994468
31636,New Jersey Ave & N St NW/Dunbar HS,38.907332,-77.01536
31637,North Capitol St & G Pl NE,38.899703,-77.008911
31638,1st & H St NW,38.900358,-77.012108
31639,2nd & G St NE,38.89967,-77.003666
31640,Maryland Ave & E St NE,38.896134,-76.9929
31641,2nd St & Massachusetts Ave NE,38.894972,-77.003135
31642,4th St & K St NW,38.90240557,-77.01600552
31643,1st & D St SE,38.884916,-77.005965
31644,12th St & Pennsylvania Ave SE,38.882489,-76.990121
31645,6th & K St NE,38.902932,-76.998405
31646,Maine Ave & 9th St SW,38.88039417,-77.0252
31647,7th St & Massachusetts Ave NE,38.89222,-76.99602
31648,Potomac Ave & Half St SW,38.870406,-77.010446
31649,14th & Newton St NW,38.931991,-77.032956
31650,1st & M St SE,38.876893,-77.006072
31651,11th & Park Rd NW,38.931397,-77.02822617
31652,4th & M St SE,38.8765965,-77.00045117
31653,7th & K St NW,38.902674,-77.021392
31654,King Greenleaf Rec Center,38.876211,-77.012443
31655,New Jersey Ave & F St NW,38.897108,-77.011616
31656,Maryland Ave & 17th St NE,38.901935,-76.978627
31657,Massachusetts Ave & 6th St NE,38.89294867,-76.99825933
31658,Rosedale Rec Center,38.897808,-76.979634
31659,11th & C St SE,38.88589567,-76.99156417
31660,8th & K St NE,38.90265133,-76.99517383
31661,8th & H St NE,38.899941,-76.994896
31662,1st & K St NE,38.902386,-77.005649
31663,14th & D St SE,38.884058,-76.986385
31664,Half & Water St SW,38.866277,-77.010551
31665,Stadium Armory Metro,38.885482,-76.977187
31666,4th St & G St SW,38.881123,-77.017658
31667,2nd & V St SW / James Creek Marina,38.863743,-77.013814
31668,1st St & Potomac Ave SE,38.871841,-77.00591
31669,3rd & M st SE,38.87668817,-77.00188067
31671,53rd & D St SE/C.W. Harris Elementary,38.883318,-76.925315
31700,Good Hope & Naylor Rd SE,38.860226,-76.966572
31701,Branch & Pennsylvania Ave SE,38.8692,-76.9599
31702,Randle Circle & Minnesota Ave SE,38.878,-76.9607
31703,Minnesota Ave Metro/DOES,38.897063,-76.947446
31704,Nannie Helen Burroughs & Minnesota Ave NE,38.901385,-76.941877
31705,Benning Branch Library,38.894,-76.947974
31706,Fairfax Village,38.86559,-76.952103
31707,Benning Rd & East Capitol St NE / Benning Rd Metro,38.889935,-76.93723
31708,Anacostia Ave & Benning Rd NE / River Terrace ,38.896544,-76.96012
31710,Nannie Helen Burroughs Ave & 49th St NE,38.898536,-76.931862
31711,Deanwood Rec Center,38.908473,-76.933099
31712,Oklahoma Ave & D St NE,38.894474,-76.974828
31713,Division Ave & Foote St NE,38.897407,-76.925907
31714,61st St & Banks Pl NE,38.891805,-76.913563
31715,37th & Ely Pl SE,38.883011,-76.949709
31716,Kingman Island/The Fields at RFK,38.895954,-76.967844
31717,Kenilworth Terrace & Hayes St. NE,38.900468,-76.947287
31718,Ridge Rd Community Center,38.87622745,-76.94098127
31719,Oklahoma Ave & Benning Rd NE,38.8975,-76.969509
31720,Anacostia Roller Skating Pavillion,38.878771,-76.97093
31800,Alabama & MLK Ave SE,38.84322917,-76.9994195
31801,Anacostia Metro,38.862669,-76.994637
31802,Good Hope Rd & MLK Ave SE,38.867373,-76.988039
31803,Good Hope Rd & 14th St SE,38.866611,-76.985238
31804,Anacostia Library,38.86574233,-76.97840533
31805,Pennsylvania & Minnesota Ave SE,38.873057,-76.971015
31806,Congress Heights Metro,38.844711,-76.987823
31807,Pleasant St & MLK Ave SE,38.863897,-76.990037
31811,South Capitol & Atlantic St SW,38.831516,-77.008133
31812,16th & Q St SE / Anacostia HS,38.870695,-76.982359
31813,Alabama Ave & Stanton Rd SE / Shops at Park Village,38.84627,-76.98185
31814,Mississippi Ave & 19th St SE / THEARC,38.84377,-76.97557
31815,19th & Savannah St SE,38.84623,-76.97703
31816,4th St & Mississippi Ave SE,38.836,-77.0009
31817,1st & S Capitol St SE / Oxon Run Trail,38.824481,-77.005497
31818,Livingston Rd & 3rd St SE,38.82373,-77.00223
31819,Joliet St & MLK Ave SW/Bald Eagle Rec Ctr,38.81910767,-77.01041367
31820,Anacostia Park,38.87335,-76.9834
31822,Stanton Square SE,38.855004,-76.984512
31823,United Medical Center,38.835737,-76.983144
31824,Valley Ave & Wheeler Rd SE,38.836645,-76.993588
31825,Fort Stanton Rec Center,38.85736904,-76.97768801
31826,Minnesota Ave & R St SE,38.8693365,-76.978519
31900,Lee Hwy & N Woodstock St,38.898301,-77.118009
31901,Washington Blvd & N Frederick St,38.884829,-77.127671
31902,Wilson Blvd & N Illinois St ,38.876528,-77.12712
31903,Royal St & Wilkes St,38.799267,-77.0447
31904,East Falls Church Metro / Sycamore St & 19th St N,38.88532072,-77.1564272
31905,Kennebec St & 11th St N,38.880992,-77.135271
31906,Commonwealth Ave & Oak St,38.812711,-77.061715
31907,Franklin St & S Washington St,38.798133,-77.0487
31908,Radford St & Osage St,38.828437,-77.086031
31909,Mount Vernon Ave & Four Mile Run Park,38.843422,-77.064016
31910,Potomac Ave & Main Line Blvd,38.822738,-77.049265
31912,Mount Vernon Ave & Bruce St,38.841291,-77.063093
31913,Commonwealth Ave & E Monroe Ave,38.820058,-77.06282
31914,Lee Center,38.797557,-77.053766
31915,Powhatan St & Bashford Ln,38.818748,-77.047783
31916,Potomac Ave & Swann Ave,38.829545,-77.047844
31917,N Lynn St & Fairfax Dr,38.89360333,-77.07112467
31918,Madison St & Fairfax St,38.812351,-77.040691
31919,Carlin Springs Rd & N Thomas St,38.876695,-77.112982
31920,Washington-Liberty High School / N Stafford St & Generals Way,38.888282,-77.111066
31921,Westover Library / Washington Blvd & N McKinley Rd,38.8860015,-77.142369
31923,Columbia Pike & S Taylor St,38.858524,-77.103728
31924,Wilson Blvd & N Troy St,38.89251733,-77.082033
31925,Crystal Dr & Potomac Ave,38.848304,-77.05122
31926,Wilson Blvd. & N. Vermont St.,38.879476,-77.114563
31927,Wheeler Ave & S. Floyd St.,38.808161,-77.100796
31928,N. Beauregard St. & Berkley St.,38.840797,-77.108938
31929,Mt Vernon Trail & S. Washington St.,38.793065,-77.049436
31930,Eisenhower Ave & Ike Dr,38.802738,-77.0824626
31931,St. Asaph & Montgomery St,38.814185,-77.043809
31933,Duke St & Strand (Robinson Terminal),38.80190033,-77.0403225
31935,National Airport,38.85303983,-77.04602967
31936,Fern St & Army Navy Dr,38.864838,-77.056873
31937,Arlington Blvd & Ft Myer Dr,38.890863,-77.074893
31938,23rd St S & Hayes St,38.853002,-77.059496
31939,Wilson Blvd & N Oak St,38.895068,-77.07386
31940,Arlington Blvd & Fairfax Dr,38.88625607,-77.08426237
31941,N Hampton Dr & Ford Ave,38.837306,-77.106111
31942,Whiting & Lane Dr,38.809709,-77.135788
31943,N Howard St & Taney Ave,38.815842,-77.110014
31944,S Clark St & 33rd St,38.845028,-77.051956
31945,Columbia Pike & S Greenbrier St,38.854019,-77.118106
31946,Kenmore Ave & Seminary Rd,38.84959083,-77.111754
32000,Norfolk Ave & Fairmont St,38.988562,-77.096539
32001,Fenton St & New York Ave ,38.985404,-77.023082
32002,Bethesda Ave & Arlington Rd,38.981103,-77.097426
32003,Montgomery Ave & Waverly St ,38.983838,-77.09221
32004,Fallsgrove Blvd & Fallsgrove Dr,39.096312,-77.192672
32005,Traville Gateway Dr & Gudelsky Dr,39.093783,-77.202501
32006,13th St & Eastern Ave,38.987,-77.029417
32007,E Montgomery Ave & Maryland Ave,39.084052,-77.1512865
32008,Cordell & Norfolk Ave,38.98954,-77.098029
32009,Frederick Ave & Horners Ln,39.094772,-77.145213
32010,Philadelphia & Maple Ave,38.98123633,-77.01122983
32011,Maple & Ritchie Ave,38.983627,-77.006311
32012,Silver Spring Metro / Colesville Rd & Wayne Ave,38.9948958,-77.0295319
32013,Montgomery & East Ln,38.983525,-77.095367
32014,Friendship Hts Metro / Wisconsin Ave & Wisconsin Cir,38.961763,-77.085998
32015,Crabbs Branch Way & Redland Rd,39.120045,-77.156985
32016,Fallsgrove Dr & W Montgomery Ave,39.099376,-77.188014
32017,Monroe St & Monroe Pl,39.083673,-77.149162
32018,Needwood Rd & Eagles Head Ct,39.123513,-77.15741
